GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
A3GALT2	chr1	1	0	137	0	105	1	1	NA	NA
ABCB10	chr1	1	0	137	0	105	1	1	NA	NA
ACOT11	chr1	3	1	136	0	105	211	0.566115702479339	1	0.319086429784254
ACOT7	chr1	1	0	137	0	105	1	1	NA	NA
ACTN2	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ADCY10	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ADSS	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
AIM2	chr1	1	0	137	0	105	1	1	NA	NA
AK2	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
AKNAD1	chr1	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
AKR7L	chr1	3	0	137	0	105	1	1	NA	NA
ALDH4A1	chr1	4	7	130	6	99	0.888532991672005	0.691783212069108	-0.461613006164807	0.644886212513732
AMPD1	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
ANXA9	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
ARHGEF11	chr1	1	0	137	0	105	1	1	NA	NA
ASAP3	chr1	2	4	133	5	100	0.601803155522164	0.862498653436732	-0.725652255334466	0.468929212615003
ATP6V1G3	chr1	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
ATPAF1	chr1	1	0	137	0	105	1	1	NA	NA
AXDND1	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
BPNT1	chr1	2	0	137	0	105	1	1	NA	NA
C1orf105	chr1	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
C1orf127	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
C1orf145	chr1	2	11	126	3	102	2.96565389696169	0.0734405685781139	1.81743709799974	0.0704519340014638
C1orf167	chr1	1	0	137	0	105	1	1	NA	NA
C1orf168	chr1	1	0	137	0	105	1	1	NA	NA
C1orf185	chr1	1	0	137	0	105	1	1	NA	NA
C1orf194	chr1	1	0	137	0	105	1	1	NA	NA
C1orf204	chr1	1	0	137	0	105	1	1	NA	NA
C1orf87	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
C8B	chr1	1	0	137	0	105	1	1	NA	NA
CA6	chr1	3	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
CAP1	chr1	1	0	137	0	105	1	1	NA	NA
CAPN2	chr1	4	0	137	2	103	0.00182149362477231	1	-1.15259149453945	0.251720496955405
CAPN9	chr1	3	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CASP9	chr1	1	5	132	6	99	0.625236593059937	0.858657302789298	-0.740872926924136	0.459655700806578
CCDC163	chr1	1	0	137	0	105	1	1	NA	NA
CCDC17	chr1	1	0	137	0	105	1	1	NA	NA
CCNL2	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
CD1D	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CD5L	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CDC20	chr1	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
CDC42	chr1	1	0	137	0	105	1	1	NA	NA
CFHR2	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CFHR3	chr1	1	6	131	3	102	1.55654383735705	0.396931960624259	0.635003550522488	0.526033371366508
CHI3L1	chr1	1	0	137	0	105	1	1	NA	NA
CHI3L2	chr1	2	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
CHIA	chr1	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CHIT1	chr1	6	2	135	10	95	0.141058867086264	0.999434750013203	-1.53123316534346	0.127096673540965
COG2	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
COL9A2	chr1	1	0	137	0	105	1	1	NA	NA
COQ8A	chr1	2	0	137	0	105	1	1	NA	NA
CPTP	chr1	3	0	137	0	105	1	1	NA	NA
CRYZ	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CSMD2	chr1	1	0	137	0	105	1	1	NA	NA
CTH	chr1	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
CTPS1	chr1	1	0	137	0	105	1	1	NA	NA
CYP4A22	chr1	1	0	137	0	105	1	1	NA	NA
CYP4B1	chr1	2	0	137	4	101	0.000911577028258888	1	-2.02948561985251	0.0449628469655893
DBT	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
DDAH1	chr1	1	0	137	0	105	1	1	NA	NA
DDR2	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
DDX20	chr1	1	0	137	0	105	1	1	NA	NA
DENND2D	chr1	1	0	137	0	105	1	1	NA	NA
DMAP1	chr1	1	0	137	0	105	1	1	NA	NA
DNAH14	chr1	5	1	136	1	104	0.765567765567766	0.812763622646686	-0.865232424117245	0.388839799113293
DPYD	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
DRAM2	chr1	1	6	131	3	102	1.55654383735705	0.396931960624259	0.635003550522488	0.526033371366508
DUSP23	chr1	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
EFNA1	chr1	1	0	137	0	105	1	1	NA	NA
EPHA10	chr1	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
EPHA2	chr1	1	0	137	0	105	1	1	NA	NA
EPS15	chr1	1	0	137	0	105	1	1	NA	NA
EXO1	chr1	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
EXO5	chr1	1	0	137	0	105	1	1	NA	NA
EXTL2	chr1	1	0	137	0	105	1	1	NA	NA
F11R	chr1	1	0	137	0	105	1	1	NA	NA
F13B	chr1	1	3	134	1	104	2.32342007434944	0.416544550891107	0.785448346271297	0.432979972941593
FAM132A	chr1	1	0	137	0	105	1	1	NA	NA
FAM19A3	chr1	1	0	137	0	105	1	1	NA	NA
FAM71A	chr1	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
FCGR2A	chr1	1	3	134	1	104	2.32342007434944	0.416544550891107	0.785448346271297	0.432979972941593
FCGR2C	chr1	1	4	133	2	103	1.54784240150094	0.47360498811853	0.515209133984609	0.606882788763552
FCN3	chr1	1	0	137	0	105	1	1	NA	NA
FCRL1	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
FCRL6	chr1	3	9	128	5	100	1.40593286494926	0.379322795909118	0.438571045544308	0.66138412220155
FGGY	chr1	1	0	137	0	105	1	1	NA	NA
FHAD1	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
FLG	chr1	1	0	137	0	105	1	1	NA	NA
FLG-AS1	chr1	2	6	131	3	102	1.55654383735705	0.396931960624259	0.635003550522488	0.526033371366508
FMO1	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
FMO2	chr1	3	1	136	1	104	0.765567765567766	0.812763622646686	-0.575947114588485	0.565612892489716
FMO9P	chr1	1	4	133	2	103	1.54784240150094	0.47360498811853	0.515209133984609	0.606882788763552
GALE	chr1	1	0	137	0	105	1	1	NA	NA
GALNT2	chr1	3	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
GBP1	chr1	1	0	137	0	105	1	1	NA	NA
GBP4	chr1	1	0	137	0	105	1	1	NA	NA
GCSAML	chr1	1	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
GJB4	chr1	1	0	137	0	105	1	1	NA	NA
GLRX2	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
GNB1	chr1	1	0	137	0	105	1	1	NA	NA
GNG12-AS1	chr1	1	0	137	0	105	1	1	NA	NA
GPR161	chr1	1	0	137	0	105	1	1	NA	NA
GSTM2	chr1	1	0	137	0	105	1	1	NA	NA
GSTM3	chr1	1	0	137	0	105	1	1	NA	NA
