GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
ANKRD20A9P	chr13	1	0	137	5	100	0.000729394602479942	1	-2.28035085019828	0.0246267897937282
ANKRD26P3	chr13	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ARL11	chr13	1	0	137	0	105	1	1	NA	NA
BORA	chr13	1	0	137	0	105	1	1	NA	NA
BRCA2	chr13	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CCDC168	chr13	1	0	137	0	105	1	1	NA	NA
CDC16	chr13	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CLYBL	chr13	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
COL4A2	chr13	1	0	137	0	105	1	1	NA	NA
DGKH	chr13	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
DLEU1	chr13	1	8	129	5	100	1.24012393493416	0.472630270872668	0.371695294388155	0.710457449719506
DNAJC3	chr13	1	0	137	0	105	1	1	NA	NA
EBPL	chr13	1	0	137	0	105	1	1	NA	NA
EPSTI1	chr13	1	0	137	0	105	1	1	NA	NA
FBXL3	chr13	1	0	137	0	105	1	1	NA	NA
HNRNPA1L2	chr13	2	0	137	0	105	1	1	NA	NA
KBTBD6	chr13	1	0	137	0	105	1	1	NA	NA
LIG4	chr13	2	18	119	14	91	0.983198319831983	0.595313281735513	-0.0440759642721258	0.964883275897035
LINC00333	chr13	1	4	133	2	103	1.54784240150094	0.47360498811853	0.515209133984609	0.606882788763552
LINC00348	chr13	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
LINC00452	chr13	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
LINC01198	chr13	1	0	137	0	105	1	1	NA	NA
MED4	chr13	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MICU2	chr13	1	0	137	0	105	1	1	NA	NA
MTMR6	chr13	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NEK5	chr13	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OLFM4	chr13	1	0	137	0	105	1	1	NA	NA
PCCA	chr13	1	0	137	0	105	1	1	NA	NA
RNASEH2B	chr13	1	0	137	0	105	1	1	NA	NA
RNF17	chr13	1	0	137	0	105	1	1	NA	NA
SKA3	chr13	1	0	137	0	105	1	1	NA	NA
SPERT	chr13	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SPG20	chr13	1	0	137	0	105	1	1	NA	NA
STARD13	chr13	1	0	137	0	105	1	1	NA	NA
TMTC4	chr13	1	0	137	0	105	1	1	NA	NA
TNFSF11	chr13	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
TPT1-AS1	chr13	1	0	137	0	105	1	1	NA	NA
TPTE2P3	chr13	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
VPS36	chr13	1	0	137	0	105	1	1	NA	NA
ZMYM2	chr13	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
