GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
APOBEC3G	chr22	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
APOL3	chr22	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
APOL4	chr22	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.575947114588485	0.565612892489716
APOL5	chr22	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
BID	chr22	1	6	131	1	104	4.74904942965779	0.115070142079064	1.71654078265704	0.0875758572920201
CENPM	chr22	2	17	120	11	94	1.21052631578947	0.399005471258674	0.221647775065296	0.824795716749157
CHEK2	chr22	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CHKB-CPT1B	chr22	1	0	137	0	105	1	1	NA	NA
COMT	chr22	3	1	136	0	105	211	0.566115702479339	1	0.319086429784254
CRYBA4	chr22	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CRYBB3	chr22	2	0	137	2	103	0.00182149362477231	1	-1.21543108701099	0.226953660666666
CYP2D6	chr22	8	11	126	5	100	1.74544012688343	0.227741717580963	0.91800768899409	0.359536466555552
CYP2D7	chr22	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ENTHD1	chr22	1	0	137	0	105	1	1	NA	NA
EP300	chr22	1	0	137	0	105	1	1	NA	NA
FAM19A5	chr22	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
GGA1	chr22	2	0	137	0	105	1	1	NA	NA
GGT1	chr22	2	0	137	0	105	1	1	NA	NA
GRAMD4	chr22	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
GUSBP11	chr22	1	5	132	6	99	0.625236593059937	0.858657302789298	-0.740872926924136	0.459655700806578
HORMAD2	chr22	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
HPS4	chr22	1	3	134	3	102	0.761490683229814	0.773463408242231	-0.323960738041085	0.746293810249356
IL17RA	chr22	2	0	137	0	105	1	1	NA	NA
KDELR3	chr22	1	0	137	0	105	1	1	NA	NA
LGALS2	chr22	1	0	137	0	105	1	1	NA	NA
LIMK2	chr22	1	0	137	0	105	1	1	NA	NA
LINC01659	chr22	1	0	137	0	105	1	1	NA	NA
MAPK11	chr22	1	8	129	7	98	0.868289983397897	0.705080471659055	-0.261261914682509	0.794138943312749
MAPK12	chr22	1	0	137	0	105	1	1	NA	NA
MED15	chr22	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MEI1	chr22	1	0	137	0	105	1	1	NA	NA
MIOX	chr22	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MPST	chr22	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MYO18B	chr22	1	0	137	0	105	1	1	NA	NA
NCAPH2	chr22	1	1	136	7	98	0.103412073490814	0.998925773258486	-2.32577385332912	0.021673209393813
NCF4	chr22	1	0	137	0	105	1	1	NA	NA
NUP50	chr22	2	2	135	1	104	1.53874538745387	0.599002091834985	-0.0329554675532223	0.973741232568671
PARVG	chr22	1	0	137	0	105	1	1	NA	NA
PDXP	chr22	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PIWIL3	chr22	1	0	137	0	105	1	1	NA	NA
PLA2G3	chr22	1	0	137	0	105	1	1	NA	NA
PPARA	chr22	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PPIL2	chr22	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PRODH	chr22	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
RAC2	chr22	1	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
RFPL1S	chr22	1	6	131	1	104	4.74904942965779	0.115070142079064	1.71654078265704	0.0875758572920201
RRP7BP	chr22	1	3	134	3	102	0.761490683229814	0.773463408242231	-0.323960738041085	0.746293810249356
RSPH14	chr22	1	0	137	0	105	1	1	NA	NA
RTN4R	chr22	1	0	137	0	105	1	1	NA	NA
SCO2	chr22	2	4	133	4	101	0.75962441314554	0.773187663932345	-0.375760124041213	0.707478511812386
