GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
ABCA13	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ABCB5	chr7	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ACTR3C	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ADAP1	chr7	1	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
AKR1B10	chr7	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
AKR1D1	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
AOC1	chr7	5	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
AP4M1	chr7	1	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
ASB10	chr7	1	7	130	9	96	0.574540794532251	0.908545262590127	-1.03908577636934	0.300066860890256
ASB15	chr7	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
BLVRA	chr7	1	0	137	0	105	1	1	NA	NA
BMPER	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
BUD31	chr7	1	0	137	0	105	1	1	NA	NA
C7orf33	chr7	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
C7orf50	chr7	1	0	137	0	105	1	1	NA	NA
C7orf72	chr7	1	0	137	0	105	1	1	NA	NA
CADPS2	chr7	2	2	135	5	100	0.296817172464841	0.972471140513029	-1.41855243621533	0.158054593397586
CASP2	chr7	1	0	137	0	105	1	1	NA	NA
CAV1	chr7	1	0	137	0	105	1	1	NA	NA
CCDC129	chr7	1	7	130	8	97	0.653051417587698	0.857791187262355	-0.780705552534137	0.435898803993628
CCL26	chr7	1	0	137	0	105	1	1	NA	NA
CDHR3	chr7	1	0	137	0	105	1	1	NA	NA
CDK6	chr7	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
CFTR	chr7	2	0	137	0	105	1	1	NA	NA
CLCN1	chr7	1	0	137	0	105	1	1	NA	NA
CRYGN	chr7	1	0	137	0	105	1	1	NA	NA
CYP3A4	chr7	3	0	137	0	105	1	1	NA	NA
CYP3A43	chr7	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
CYP3A5	chr7	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
DBF4	chr7	1	0	137	0	105	1	1	NA	NA
DDC	chr7	3	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
DNAH11	chr7	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
