GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
ABCA10	chr17	6	5	132	7	98	0.530557057869118	0.914153313294855	-0.322603121027324	0.74730626254385
ABCA8	chr17	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
ACAP1	chr17	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
ACE	chr17	1	0	137	0	105	1	1	NA	NA
ACLY	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ACTG1	chr17	1	0	137	0	105	1	1	NA	NA
ALDOC	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ALOX15B	chr17	8	6	131	2	103	2.35619047619048	0.244733966861978	-0.676794129119256	0.499934349333805
AOC3	chr17	2	1	136	2	103	0.379816513761468	0.919644388052536	0.0173358244491337	0.986183561198792
AP2B1	chr17	1	0	137	0	105	1	1	NA	NA
APOH	chr17	1	0	137	0	105	1	1	NA	NA
ARHGDIA	chr17	1	0	137	0	105	1	1	NA	NA
ASB16	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ASPSCR1	chr17	2	0	137	0	105	1	1	NA	NA
B4GALNT2	chr17	1	0	137	0	105	1	1	NA	NA
BIRC5	chr17	1	0	137	0	105	1	1	NA	NA
BRCA1	chr17	1	0	137	0	105	1	1	NA	NA
C17orf58	chr17	1	0	137	0	105	1	1	NA	NA
C17orf67	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
C17orf77	chr17	2	1	136	3	102	0.250917992656059	0.96570597314376	-1.18886131514736	0.23643433796787
C17orf80	chr17	1	0	137	0	105	1	1	NA	NA
C17orf99	chr17	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
C1QBP	chr17	1	0	137	0	105	1	1	NA	NA
CACNB1	chr17	1	0	137	0	105	1	1	NA	NA
CACNG5	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CANT1	chr17	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
CARD14	chr17	2	5	132	1	104	3.92830188679245	0.181024684988121	1.44326026978035	0.15041104600208
CASC3	chr17	2	0	137	0	105	1	1	NA	NA
CCDC40	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CCDC57	chr17	1	4	133	5	100	0.601803155522164	0.862498653436732	-0.725652255334466	0.468929212615003
CCR7	chr17	1	0	137	0	105	1	1	NA	NA
CCT6B	chr17	1	0	137	0	105	1	1	NA	NA
CD300C	chr17	1	0	137	0	105	1	1	NA	NA
CD300LD	chr17	1	0	137	0	105	1	1	NA	NA
CD7	chr17	2	0	137	0	105	1	1	NA	NA
CEP95	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CHRNE	chr17	2	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
DBF4B	chr17	1	0	137	0	105	1	1	NA	NA
DCXR	chr17	2	3	134	2	103	1.15270018621974	0.62353419818038	0.433376476621663	0.665130872511881
DHX8	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
DRG2	chr17	1	0	137	0	105	1	1	NA	NA
EFCAB13	chr17	5	0	137	5	100	0.000729394602479942	1	-1.80808053091859	0.0734841053481039
EFCAB3	chr17	1	0	137	0	105	1	1	NA	NA
EFCAB5	chr17	3	0	137	2	103	0.00182149362477231	1	-1.34683090563444	0.18096231817367
EME1	chr17	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ENDOV	chr17	2	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
ENGASE	chr17	1	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
ENPP7	chr17	1	0	137	0	105	1	1	NA	NA
EPX	chr17	1	0	137	0	105	1	1	NA	NA
ERN1	chr17	2	0	137	0	105	1	1	NA	NA
ETV4	chr17	1	0	137	0	105	1	1	NA	NA
FAM64A	chr17	1	0	137	0	105	1	1	NA	NA
FASN	chr17	4	2	135	5	100	0.296817172464841	0.972471140513029	-1.41855243621533	0.158054593397586
GALR2	chr17	1	0	137	0	105	1	1	NA	NA
GGA3	chr17	1	5	132	2	103	1.94896030245747	0.345911042260767	0.833520350594018	0.405381933922803
GJD3	chr17	1	0	137	0	105	1	1	NA	NA
GP1BA	chr17	1	0	137	0	105	1	1	NA	NA
GRB2	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
HAP1	chr17	2	0	137	0	105	1	1	NA	NA
HID1	chr17	1	0	137	0	105	1	1	NA	NA
HOXB-AS3	chr17	1	0	137	0	105	1	1	NA	NA
ITGAE	chr17	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
ITGB4	chr17	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
JUP	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
KANSL1	chr17	1	0	137	0	105	1	1	NA	NA
KCNJ12	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
KDM6B	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
KIAA0753	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
KPNA2	chr17	1	0	137	0	105	1	1	NA	NA
KPNB1	chr17	2	2	135	0	105	421	0.319467782311992	1.34560428342584	0.180669258931797
KRT31	chr17	1	0	137	0	105	1	1	NA	NA
KRT37	chr17	1	1	136	3	102	0.250917992656059	0.96570597314376	-1.18886131514736	0.23643433796787
KRT38	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
KRTAP29-1	chr17	1	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
KRTAP4-7	chr17	1	0	137	0	105	1	1	NA	NA
LASP1	chr17	1	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
LGALS3BP	chr17	2	0	137	0	105	1	1	NA	NA
LINC01999	chr17	1	0	137	0	105	1	1	NA	NA
MAPT	chr17	1	3	134	5	100	0.448173005219985	0.929148645604185	-1.05574683374115	0.292537473800483
MPP3	chr17	1	0	137	0	105	1	1	NA	NA
MYBBP1A	chr17	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MYHAS	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MYO15B	chr17	1	3	134	0	105	631	0.179700627550496	1.7449286860508	0.0832561190935399
NAA38	chr17	1	0	137	0	105	1	1	NA	NA
NACA2	chr17	1	3	134	0	105	631	0.179700627550496	1.7449286860508	0.0832561190935399
NAT9	chr17	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
NDUFAF8	chr17	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NF1	chr17	2	1	136	1	104	0.765567765567766	0.812763622646686	0.640591271893042	0.52268204660821
NLRP1	chr17	4	3	134	1	104	2.32342007434944	0.416544550891107	1.03741436555287	0.300860542085744
NME1-NME2	chr17	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
