GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
ABCC8	chr11	1	2	135	4	101	0.374653098982424	0.943383179645662	-1.09778330829512	0.273903593807781
ACAT1	chr11	1	2	135	3	102	0.504315659679408	0.886743255844519	-0.723827300168018	0.470106075073426
ACCSL	chr11	1	0	137	0	105	1	1	NA	NA
AGBL2	chr11	1	0	137	0	105	1	1	NA	NA
ALKBH3	chr11	1	0	137	0	105	1	1	NA	NA
AMPD3	chr11	1	0	137	0	105	1	1	NA	NA
ANKK1	chr11	1	0	137	0	105	1	1	NA	NA
APIP	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
APOC3	chr11	1	0	137	0	105	1	1	NA	NA
ARL2	chr11	1	0	137	0	105	1	1	NA	NA
ASRGL1	chr11	1	0	137	0	105	1	1	NA	NA
B3GAT3	chr11	1	0	137	0	105	1	1	NA	NA
B3GNT6	chr11	1	7	130	5	100	1.07686395080707	0.573777782194101	0.123464017332079	0.901848743294575
BBOX1	chr11	2	0	137	2	103	0.00182149362477231	1	-1.21543108701099	0.226953660666666
BIRC2	chr11	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
C11orf21	chr11	1	0	137	0	105	1	1	NA	NA
C11orf40	chr11	4	3	134	1	104	2.32342007434944	0.416544550891107	1.27665633212719	0.203431806501383
C11orf57	chr11	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
C11orf68	chr11	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
C11orf71	chr11	1	0	137	0	105	1	1	NA	NA
C11orf91	chr11	1	0	137	0	105	1	1	NA	NA
CBL	chr11	1	0	137	0	105	1	1	NA	NA
CCDC153	chr11	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CCDC90B	chr11	1	0	137	0	105	1	1	NA	NA
CCND1	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CCS	chr11	1	0	137	0	105	1	1	NA	NA
CDON	chr11	1	0	137	0	105	1	1	NA	NA
CEP57	chr11	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
CHKA	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CHORDC1	chr11	1	0	137	0	105	1	1	NA	NA
CRTAM	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CTSW	chr11	1	0	137	0	105	1	1	NA	NA
CUL5	chr11	1	0	137	0	105	1	1	NA	NA
DAGLA	chr11	1	0	137	0	105	1	1	NA	NA
DCDC1	chr11	1	0	137	0	105	1	1	NA	NA
DCPS	chr11	1	0	137	0	105	1	1	NA	NA
DDB1	chr11	3	2	135	1	104	1.53874538745387	0.599002091834985	-0.205529899055094	0.837414767781704
DDB2	chr11	1	0	137	0	105	1	1	NA	NA
DEUP1	chr11	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
DNHD1	chr11	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
DPP3	chr11	1	0	137	0	105	1	1	NA	NA
EHBP1L1	chr11	1	0	137	0	105	1	1	NA	NA
F2	chr11	1	0	137	0	105	1	1	NA	NA
FAM111B	chr11	1	0	137	0	105	1	1	NA	NA
FOLH1	chr11	2	0	137	0	105	1	1	NA	NA
FOLH1B	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
FOLR3	chr11	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
GRM5	chr11	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.575947114588485	0.565612892489716
HPS5	chr11	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
IGHMBP2	chr11	1	0	137	0	105	1	1	NA	NA
IL10RA	chr11	1	0	137	0	105	1	1	NA	NA
INS-IGF2	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
KCTD14	chr11	1	0	137	0	105	1	1	NA	NA
KIF18A	chr11	1	0	137	0	105	1	1	NA	NA
LGR4	chr11	1	0	137	0	105	1	1	NA	NA
LINC01150	chr11	1	0	137	0	105	1	1	NA	NA
LINC01495	chr11	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
LOC101928847	chr11	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
LOC102724064	chr11	1	0	137	0	105	1	1	NA	NA
